title,platform,Score,release_year
Animal Color Cross,Nintendo DSi,7,2010
Animal Crossing,GameCube,9,2002
Animal Crossing Calculator,Nintendo DSi,6,2009
Animal Crossing Clock,Nintendo DSi,3,2009
Animal Crossing: Amiibo Festival,Wii U,5,2015
Animal Crossing: City Folk,Wii,8,2008
Animal Crossing: City Folk (Game & Wii Speak),Wii,8,2008
Animal Crossing: Happy Home Designer,Nintendo 3DS,8,2015
Animal Crossing: New Leaf,Nintendo 3DS,10,2013
Animal Crossing: Wild World,Nintendo DS,9,2005
Animal Genius,Nintendo DS,7,2007
Animal Paradise,Nintendo DS,5,2008
Animaniacs Splat Ball,PC,5,2000
Animaniacs Ten Pin Alley,PlayStation,7,1999
Animaniacs: A Gigantic Adventure,PC,4,1999
Animastar,Dreamcast,7,2000
Animates,Nintendo DS,2,2007
Animorphs,Game Boy Color,3,2000
Animorphs: Shattered Reality,PlayStation,4,2000
Anna,PC,6,2012
Anne McCaffrey's Freedom: First Resistance,PC,5,2001
ANNO 1701: Dawn of Discovery,Nintendo DS,8,2008
Anno 2070,PC,9,2011
Anno 2205,PC,7,2015
Anomaly 2,PC,8,2013
Anomaly: Warzone Earth,iPad,9,2011
Anomaly: Warzone Earth,PlayStation 3,8,2012
Anomaly: Warzone Earth,PC,8,2011
Anomaly: Warzone Earth,Xbox 360,8,2012
Another World,iPhone,9,2011
Another World: 20th Anniversary Edition,PlayStation Vita,4,2014
Another World: 20th Anniversary Edition,PlayStation 3,4,2014
Another World: 20th Anniversary Edition,PlayStation 4,4,2014
Ant Nation,Wii,5,2009
Anthill: Tactical Trail Defense,iPhone,8,2011
Antichamber,Macintosh,9,2013
Antichamber,PC,9,2013
Antz,Game Boy Color,5,1999
Antz Extreme Racing,PlayStation 2,2,2002
Antz Extreme Racing,PC,2,2002
Anubis II,Wii,2,2007
Apache Havoc: Enemy Engaged,PC,7,1999
Apache: Air Assault,PlayStation 3,8,2010
Apache: Air Assault,Xbox 360,8,2010
APB,PC,8,2010
Ape Escape,PlayStation,10,1999
Ape Escape 2,PlayStation 2,9,2003
Ape Escape 3,PlayStation 2,8,2006
Ape Escape Academy,PlayStation Portable,6,2006
Ape Escape: On the Loose,PlayStation Portable,7,2005
Ape Escape: Pumped & Primed,PlayStation 2,6,2004
Ape Quest,PlayStation Portable,7,2008
APEX,Xbox,8,2003
Apocalypse,PlayStation,7,1998
Apollo 18: The Moon Missions,PC,4,1999
Apollo Justice: Ace Attorney,Nintendo DS,8,2008
Apotheon,PC,7,2015
Apox,PC,5,2011
Apple Jack 2,Xbox 360,8,2012
Aqua Aqua,PlayStation 2,8,2001
Aqua Teen Hunger Force Zombie Ninja Pro-Am,PlayStation 2,5,2007
Aqua Teen Hunger Force: Destruct-o-Thon,Wireless,7,2004
Aqua: Naval Warfare,Xbox 360,6,2010
Aquaman: Battle for Atlantis,GameCube,3,2003
Aquanaut's Holiday,PlayStation,8,1996
AquaNox,PC,7,2001
AquaNox 2: Revelation,PC,6,2003
AquaPazza,PlayStation 3,7,2013
Aquarium,Nintendo DS,1,2008
Aquarium Pets,Wireless,8,2005
AquaSpace,Wii,6,2010
Ar Tonelico 2: Melody of MetaFalica,PlayStation 2,8,2009
Ar tonelico Qoga: Knell of Ar Ciel,PlayStation 3,6,2011
Ar tonelico: Melody of Elemia,PlayStation 2,7,2007
Arabian Nights: Prince of Persia,Dreamcast,7,2000
Arc Rise Fantasia,Wii,7,2010
ARC Squadron,iPhone,7,2012
Arc the Lad Collection,PlayStation,9,2002
Arc the Lad: End of Darkness,PlayStation 2,7,2005
Arc the Lad: Twilight of the Spirits,PlayStation 2,8,2003
Arcade Bowling,Nintendo DSi,6,2009
Arcade Essentials,Wii,5,2011
Arcade Hits: Shienryu,PlayStation 3,8,2010
Arcade Party Pak,PlayStation,8,1999
Arcade QB Pass Attack,iPhone,4,2009
Arcade Sports,Wii,4,2010
Arcade's Greatest Hits: The Atari Collection 1,PlayStation,7,1997
Arcade's Greatest Hits: The Midway Collection 2,PlayStation,7,1997
Arcana Heart,PlayStation 2,8,2008
Arcania: Gothic IV,PC,8,2010
Arcania: Gothic IV,Xbox 360,7,2010
Arcanum: Of Steamworks and Magick Obscura,PC,9,2001
Archetype,iPhone,8,2010
Archetype HD,iPad,7,2010
Archon,iPhone,8,2009
Archon: Conquest,iPhone,8,2009
Arctic Adventures: Polar's Puzzles,PlayStation Portable,7,2010
Arctic Tale,Nintendo DS,4,2007
Arctic Thunder,Xbox,6,2001
Arctic Thunder,PlayStation 2,3,2001
Are You Smarter Than a 5th Grader?,Wireless,8,2007
Are You Smarter Than a 5th Grader?,iPhone,6,2008
Are You Smarter Than a 5th Grader?,Nintendo DS,5,2007
Are You Smarter Than A 5th Grader? Game Time,Wii,4,2009
Are You Smarter Than A 5th Grader? Game Time,Nintendo DS,4,2009
Are You Smarter Than A 5th Grader? Game Time,Xbox 360,4,2009
Are You Smarter Than A 5th Grader? Make the Grade,Xbox 360,5,2008
Are You Smarter Than A 5th Grader? Make the Grade!,Nintendo DS,6,2008
Are You Smarter Than A 5th Grader? Make the Grade!,Wii,4,2008
Are You Smarter Than A 5th Grader? Make the Grade!,PlayStation 2,4,2008
Are You Smarter Than A 5th Grader? Make the Grade!,PC,3,2008
Area 51,PlayStation 2,9,2005
Area 51,Xbox,8,2005
Area 51,PC,8,2005
Arena Football,Xbox,8,2006
Arena Football,PlayStation 2,8,2006
Arena Football: Road to Glory,PlayStation 2,7,2007
Arkadian Warriors,Xbox 360,6,2007
Arkanoid,iPhone,9,2009
Arkanoid DS,Nintendo DS,5,2008
Arkanoid Live,Xbox 360,7,2009
Arkanoid Plus!,Wii,8,2009
ArmA II,PC,8,2009
ArmA II: Operation Arrowhead,PC,8,2010
ArmA III,PC,7,2013
ArmA: Combat Operations,PC,7,2007
Armada [1999],Dreamcast,9,1999
Armada F/X Racers,Game Boy Color,3,2000
Armado,iPhone,7,2008
Armageddon Squadron,iPhone,6,2008
Armed & Dangerous,PC,8,2003
Armed & Dangerous,Xbox,8,2003
Armello,PC,6,2015
Armies of Exigo,PC,7,2004
Armor Attack,Vectrex,5,2008
Armored Core,PlayStation,8,1997
Armored Core 2,PlayStation 2,8,2000
Armored Core 2: Another Age,PlayStation 2,8,2001
Armored Core 3,PlayStation 2,7,2002
Armored Core 4,PlayStation 3,6,2007
Armored Core 4,Xbox 360,6,2007
Armored Core for Answer,PlayStation 3,8,2008
Armored Core for Answer,Xbox 360,8,2008
Armored Core Formula Front -- Extreme Battle,PlayStation Portable,7,2005
Armored Core V,PlayStation 3,8,2012
Armored Core V,Xbox 360,8,2012
Armored Core: Last Raven,PlayStation 2,6,2006
Armored Core: Master of Arena,PlayStation,8,2000
Armored Core: Nexus,PlayStation 2,8,2004
Armored Core: Nine Breaker,PlayStation 2,6,2005
Armored Core: Project Phantasma,PlayStation,8,1998
Armored Core: Verdict Day,PlayStation 3,8,2013
Armored Fist 3,PC,7,1999
Armorines: Project S.W.A.R.M,PlayStation,4,2000
Armorines: Project S.W.A.R.M.,Game Boy Color,7,1999
Armorines: Project S.W.A.R.M.,Nintendo 64,6,1999
Army Corps of Hell,PlayStation Vita,7,2012
Army Men,Game Boy Color,8,2000
Army Men,PC,4,1998
Army Men 3D,PlayStation,7,1999
Army Men Advance,Game Boy Advance,7,2001
Army Men Air Combat,Game Boy Color,7,2001
Army Men II,Game Boy Color,7,2000
Army Men II,PC,4,1999
Army Men: Air Attack,PlayStation,8,1999
Army Men: Air Attack 2,PlayStation,8,2000
Army Men: Air Attack 2,PlayStation 2,7,2001
Army Men: Air Combat,Nintendo 64,8,2000
Army Men: Air Combat 'The Elite Missions',GameCube,4,2003
Army Men: Air Tactics,PC,5,2000
Army Men: Green Rogue,PlayStation 2,4,2001
Army Men: Major Malfunction,Xbox,3,2006
Army Men: Operation Green,Game Boy Advance,6,2002
Army Men: RTS,PC,8,2002
Army Men: RTS,PlayStation 2,5,2002
Army Men: Sarge's Heroes,Nintendo 64,6,1999
Army Men: Sarge's Heroes,Dreamcast,5,2000
Army Men: Sarge's Heroes,PlayStation,4,2000
Army Men: Sarge's Heroes 2,Nintendo 64,5,2000
Army Men: Sarge's Heroes 2,PlayStation,5,2000
Army Men: Sarge's Heroes 2,Game Boy Color,5,2001
Army Men: Sarge's Heroes 2,PlayStation 2,5,2001
Army Men: Sarge's War,Xbox,5,2004
Army Men: Sarge's War,PC,4,2004
Army Men: Soldiers of Misfortune,Nintendo DS,4,2008
Army Men: Soldiers of Misfortune,Wii,3,2008
Army Men: Soldiers of Misfortune,PlayStation 2,3,2008
Army Men: Toys in Space,PC,5,1999
Army Men: World War,PlayStation,5,2000
Army Men: World War,PC,4,2000
Army Men: World War Final Front,PlayStation,5,2001
"Army Men: World War Land, Sea, Air",PlayStation,3,2000
Army of Darkness: Defense,iPhone,8,2011
Army of Two,PlayStation 3,8,2008
Army of Two,Xbox 360,8,2008
Army of Two: The 40th Day,Xbox 360,9,2010
Army of Two: The 40th Day,PlayStation Portable,5,2010
Army of Two: The 40th Day -- Chapters of Deceit,Xbox 360,6,2010
Army of Two: The 40th Day -- Chapters of Deceit,PlayStation 3,6,2010
Army of Two: The Devil's Cartel,Xbox 360,5,2013
Army of Two: The Devil's Cartel,PlayStation 3,5,2013
Around the World in 80 Days,Wireless,7,2004
Around the World in 80 Days,Game Boy Advance,4,2004
Art Academy,Nintendo DS,7,2010
Art Academy: Lessons for Everyone,Nintendo 3DS,8,2012
Art of Fighting,NeoGeo,5,2007
Art of Fighting,Wii,5,2007
Art of Fighting 2,NeoGeo,5,2008
Art of Fighting 2,Wii,5,2008
Art of Fighting Anthology,PlayStation 2,7,2008
Art of Murder: FBI Confidential,PC,5,2008
Art Style: Aquia,Nintendo DSi,8,2009
Art Style: Base 10,Nintendo DSi,8,2009
Art Style: Boxlife,Nintendo DSi,8,2009
Art Style: Cubello,Wii,8,2008
Art Style: Light Trax,Wii,7,2010
Art Style: Orbient,Wii,9,2008
Art Style: Pictobits,Nintendo DSi,9,2009
Art Style: Rotohex,Wii,8,2008
Art Style: Rotozoa,Wii,8,2010
Art Style: Zengage,Nintendo DSi,7,2009
Arthur and the Invisibles: The Game,PlayStation 2,8,2007
Arthur and the Invisibles: The Game,Nintendo DS,6,2007
Arthur's Absolutely Fun Day,Game Boy Color,6,2000
Arx Fatalis,PC,8,2002
Arx Fatalis,Xbox,8,2004
Ash,iPhone,7,2011
Ashen [2004],N-Gage,8,2004
Asheron's Call,PC,6,2000
Asheron's Call 2,PC,9,2002
Asheron's Call: Dark Majesty,PC,8,2001
Ashes of Singularity,PC,8,2016
Asphalt 3: Street Rules,Wireless,8,2006
Asphalt 3D,Nintendo 3DS,3,2011
Asphalt 4 Elite Racing,iPhone,9,2008
Asphalt 4 Elite Racing,Nintendo DSi,8,2009
Asphalt 5,iPhone,8,2009
Asphalt 5 HD,Android,8,2010
Asphalt 6: Adrenaline,iPhone,8,2010
Asphalt 7: Heat,iPhone,8,2012
Asphalt Injection,PlayStation Vita,6,2012
Asphalt: Urban GT,Wireless,8,2004
Asphalt: Urban GT,Nintendo DS,6,2004
Asphalt: Urban GT 2,Wireless,9,2005
Asphalt: Urban GT 3D,Wireless,8,2005
Assassin's Creed,Wireless,8,2007
Assassin's Creed,Xbox 360,8,2007
Assassin's Creed,PlayStation 3,8,2007
Assassin's Creed Brotherhood: The Da Vinci Disappearence,PlayStation 3,7,2011
Assassin's Creed Brotherhood: The Da Vinci Disappearence,Xbox 360,7,2011
Assassin's Creed Chronicles: China,PlayStation 4,6,2015
Assassin's Creed Chronicles: China,Xbox One,6,2015
Assassin's Creed Chronicles: India,Xbox One,6,2016
Assassin's Creed Chronicles: Russia,Xbox One,6,2016
Assassin's Creed II,PlayStation 3,9,2009
Assassin's Creed II,Xbox 360,9,2009
Assassin's Creed II,PC,9,2010
Assassin's Creed II: Battle of Forli,Xbox 360,7,2010
Assassin's Creed II: Battle of Forli,PlayStation 3,7,2010
Assassin's Creed II: Bonfire of the Vanities,PlayStation 3,7,2010
Assassin's Creed II: Bonfire of the Vanities,Xbox 360,7,2010
Assassin's Creed II: Discovery,Nintendo DS,8,2009
Assassin's Creed II: Discovery,iPhone,7,2010
Assassin's Creed III,Xbox 360,9,2012
Assassin's Creed III,PlayStation 3,9,2012
Assassin's Creed III,PC,9,2012
Assassin's Creed III,Wii U,9,2012
Assassin's Creed III -- The Tyranny of King Washington,Wii U,7,2013
Assassin's Creed III -- The Tyranny of King Washington,PlayStation 3,7,2013
Assassin's Creed III -- The Tyranny of King Washington,Xbox 360,7,2013
Assassin's Creed III -- The Tyranny of King Washington,PC,7,2013
Assassin's Creed III: Liberation,PlayStation Vita,7,2012
Assassin's Creed IV: Black Flag,Wii U,9,2013
Assassin's Creed IV: Black Flag,PlayStation 4,9,2013
Assassin's Creed IV: Black Flag,PC,9,2013
Assassin's Creed IV: Black Flag,Xbox One,9,2013
Assassin's Creed IV: Black Flag,Xbox 360,9,2013
Assassin's Creed IV: Black Flag,PlayStation 3,9,2013
Assassin's Creed IV: Black Flag -- Freedom Cry,PlayStation 4,7,2013
Assassin's Creed Liberation HD,Xbox 360,5,2014
Assassin's Creed Liberation HD,PC,5,2014
Assassin's Creed Liberation HD,PlayStation 3,5,2014
Assassin's Creed Pirates,iPhone,6,2013
Assassin's Creed Recollection,iPhone,7,2011
Assassin's Creed Syndicate,PlayStation 4,8,2015
Assassin's Creed Syndicate,Xbox One,8,2015
Assassin's Creed Unity,PC,8,2014
Assassin's Creed Unity,PlayStation 4,8,2014
Assassin's Creed Unity,Xbox One,8,2014
Assassin's Creed Unity -- Dead Kings,Xbox One,8,2015
Assassin's Creed: Altair's Chronicles,iPhone,8,2009
Assassin's Creed: Altair's Chronicles,Android,8,2010
Assassin's Creed: Altair's Chronicles,Nintendo DS,7,2008
Assassin's Creed: Bloodlines,PlayStation Portable,7,2009
Assassin's Creed: Brotherhood,Xbox 360,8,2010
Assassin's Creed: Brotherhood,PlayStation 3,8,2010
Assassin's Creed: Brotherhood,PC,8,2011
Assassin's Creed: Director's Cut Edition,PC,8,2008
Assassin's Creed: Revelations,Xbox 360,9,2011
Assassin's Creed: Revelations,PlayStation 3,9,2011
Assassin’s Creed Rogue,PlayStation 3,7,2014
Assassin’s Creed Rogue,Xbox 360,7,2014
Assault Android Cactus,PC,9,2015
Assault Heroes,Xbox 360,9,2006
Assault Heroes 2,Xbox 360,9,2008
Assault Rigs,PlayStation,6,1996
Assault Squadron,iPhone,7,2010
Assault: Retribution,PlayStation,6,1998
Assetto Corsa,PlayStation 4,6,2016
Assetto Corsa,Xbox One,6,2016
Assimilation,PC,7,2002
Asterix & Obelix: Kick Buttix,PlayStation 2,7,2004
Asterix: Search for Dogmatix,Game Boy Color,8,2000
Asteroids,PC,7,1998
Asteroids,PlayStation,6,1998
Asteroids [1999],Game Boy Color,8,1999
Asteroids & Asteroids Deluxe,Xbox 360,5,2007
Asteroids Hyper 64,Nintendo 64,6,1999
Asterope,iPhone,7,2008
Astonishia Story,PlayStation Portable,6,2006
Astro Boy [2004],PlayStation 2,4,2004
Astro Boy: Omega Factor,Game Boy Advance,9,2004
Astro Boy: The Video Game,Wii,6,2009
Astro Boy: The Video Game,Nintendo DS,4,2009
Astro Tripper,PlayStation 3,8,2009
AstroPop,Wireless,8,2005
AstroPop,Xbox 360,8,2006
Asura's Wrath,Xbox 360,8,2012
Asura's Wrath,PlayStation 3,8,2012
Atari Anniversary Advance,Game Boy Advance,8,2002
Atari Anniversary Edition,PC,8,2001
Atari Anniversary Edition,Dreamcast,8,2001
Atari Anthology,Xbox,6,2004
Atari Anthology,PlayStation 2,6,2004
Atari Arcade Hits 1,PC,9,1999
Atari Classics Evolved,PlayStation Portable,7,2008
Atari Greatest Hits,PC,8,2000
Atari Legends Vol. 1,Wireless,5,2005
Atari Revival,PC,5,2002
Atari: 80 Classic Games in One!,PC,7,2004
Atari's Greatest Hits Volume 1,Nintendo DS,6,2010
Atelier Ayesha: The Alchemist of Dusk,PlayStation 3,6,2013
Atelier Escha & Logy: Alchemist of Dusk Sky,PlayStation 3,7,2014
Atelier Iris ~Eternal Mana~,PlayStation 2,8,2005
Atelier Iris 2 ~The Azoth of Destiny~,PlayStation 2,8,2008
Atelier Iris 3 ~Grand Phantasm~,PlayStation 2,6,2008
Atelier Meruru: The Apprentice of Arland,PlayStation 3,6,2012
Atelier Rorona: The Alchemist of Arland,PlayStation 3,5,2010
Atelier Totori Plus: The Adventurer of Arland,PlayStation Vita,8,2013
Atelier Totori: The Adventurer of Arland,PlayStation 3,8,2011
Athena,NES,8,2005
Athens 2004,PlayStation 2,5,2004
Athens 2004,PC,5,2004
Atlantis Evolution,PC,6,2004
Atlantis: The Lost Empire,PlayStation,8,2001
Atlantis: The Lost Empire -- Trial by Fire,PC,5,2001
Atlas Solitaire For Prizes!,Wireless,8,2004
Atom Zombie Smasher,PC,8,2011
Attack of the Friday Monsters: A Tokyo Tale,Nintendo 3DS,6,2013
Attack of the Movies 3D,Wii,5,2010
Attack of the Movies 3D,Xbox 360,4,2010
Attack on Pearl Harbor,PC,5,2007
Attack on Pearl Harbor -- Episode 1: Red Sun Rising,Wii,7,2010
Attack on Titan,PlayStation 4,7,2016
Attack on Titan: Humanity in Chains,Nintendo 3DS,5,2015
ATV Offroad Fury,PlayStation 2,9,2001
ATV Offroad Fury,Wireless,7,2006
ATV Offroad Fury 2,PlayStation 2,9,2002
ATV Offroad Fury 3,PlayStation 2,9,2004
ATV Offroad Fury 4,PlayStation 2,8,2006
ATV Offroad Fury Pro,PlayStation Portable,8,2006
ATV Offroad Fury: Blazin' Trails,PlayStation Portable,8,2005
ATV Quad Power Racing,Game Boy Advance,6,2002
ATV Quad Power Racing,PlayStation,3,2000
ATV Quad Power Racing 2,GameCube,7,2003
ATV Quad Power Racing 2,PlayStation 2,7,2003
ATV Quad Power Racing 2,Xbox,7,2003
ATV: Quad Frenzy,Nintendo DS,5,2005
ATV: Thunder Ridge Riders / Monster Truck DS,Nintendo DS,2,2008
Audiosurf,PC,9,2008
Audiosurf 2,PC,8,2015
Auditorium,PlayStation 3,9,2011
Aura-Aura Climber,Nintendo DSi,8,2010
Aura: Fate of the Ages,PC,7,2004
Austin Powers Operation: Trivia,PC,8,1999
Austin Powers: Oh Behave!,Game Boy Color,3,2000
Austin Powers: Welcome To My Underground Lair,Game Boy Color,3,2000
Auto Assault,PC,8,2006
Auto Destruct,PlayStation,6,1998
Auto Modellista,PlayStation 2,7,2003
Auto Modellista,GameCube,6,2003
Auto Modellista,Xbox,6,2004
Automobili Lamborghini,Nintendo 64,7,1997
Avalon Code,Nintendo DS,8,2009
Avalon Hill's Diplomacy,PC,7,1999
Avalon Hill's Squad Leader,PC,5,2000
Avatar: The Game,iPhone,8,2009
Avatar: The Game,PC,7,2009
Avatar: The Game,Xbox 360,7,2009
Avatar: The Game,PlayStation 3,7,2009
Avatar: The Game,Android,7,2010
Avatar: The Game,Wii,6,2009
Avatar: The Game,iPad,6,2010
Avatar: The Last Airbender,Nintendo DS,7,2006
Avatar: The Last Airbender,Game Boy Advance,6,2006
Avatar: The Last Airbender,PlayStation Portable,5,2006
Avatar: The Last Airbender,PlayStation 2,5,2006
Avatar: The Last Airbender,GameCube,5,2006
Avatar: The Last Airbender,Xbox,5,2006
Avatar: The Last Airbender,Wii,5,2006
Avatar: The Last Airbender,PC,5,2007
Avatar: The Last Airbender -- Into the Inferno,Nintendo DS,6,2008
Avatar: The Last Airbender -- Into the Inferno,PlayStation 2,5,2008
Avatar: The Last Airbender -- Into the Inferno,Wii,5,2008
Avatar: The Last Airbender -- The Burning Earth,Nintendo DS,7,2007
Avatar: The Last Airbender -- The Burning Earth,Wii,6,2007
Avatar: The Last Airbender -- The Path of Zuko,PC,5,2008
Avencast: Rise of the Mage,PC,7,2007
Avengers Initiative,iPhone,8,2012
Avenging Spirit,Nintendo 3DS,7,2011
Avenging Spirit,iPhone,5,2010
Away: Shuffle Dungeon,Nintendo DS,6,2008
Awesome Golf,Lynx,9,1999
Awesomenauts,PlayStation 3,7,2012
Awesomenauts,Xbox 360,7,2012
"Aww, Eggplant",iPhone,8,2011
Axel & Pixel,Xbox 360,8,2009
Axelay,Wii,8,2007
Axelay,Super NES,8,2007
Axiom Verge,PlayStation 4,8,2015
Axis & Allies,PC,8,2004
Axis & Allies [1998],PC,8,1998
Axis & Allies: Iron Blitz,PC,8,1999
Aya and the Cubes of Light,Wii,7,2011
Aztec Quest,iPhone,8,2009
Azure Dreams,PlayStation,7,1998
Azure Dreams,Game Boy Color,6,2000
Azure Striker: Gunvolt,Nintendo 3DS,8,2014
Azurik: Rise of Perathia,Xbox,7,2001
B Team - Episode 2: Ice & Venom,Nintendo DSi,7,2011
B-17 Flying Fortress: The Mighty 8th!,PC,8,2000
B-17 Gunner: Air War Over Germany,PC,5,2001
B-17:  Fortress in the Sky,Nintendo DS,4,2007
B-Boy,PlayStation 2,4,2008
B-Boy,PlayStation Portable,4,2008
Babe and Friends,Game Boy Color,7,1999
Babel Rising,Xbox 360,5,2012
Babel Rising,PlayStation 3,5,2012
Baby Pals,Nintendo DS,4,2008
Babysitting Mama,Wii,5,2010
Back at the Barnyard: Slop Bucket Games,Nintendo DS,5,2008
Back to the Future: The Game,iPad,8,2011
Back to the Future: The Game,PC,8,2011
Back to the Future: The Game,Wii,7,2011
Back to the Future: The Game -- Episode 1: It's About Time,PC,9,2010
Back to the Future: The Game -- Episode 1: It's About Time,PlayStation 3,8,2011
Back to the Future: The Game -- Episode 2: Get Tannen!,PC,9,2011
Back to the Future: The Game -- Episode 2: Get Tannen!,PlayStation 3,8,2011
Back to the Future: The Game -- Episode 2: Get Tannen!,iPad,7,2011
Back to the Future: The Game -- Episode 3: Citizen Brown,PC,8,2011
Back to the Future: The Game -- Episode 3: Citizen Brown,PlayStation 3,8,2011
Back to the Future: The Game -- Episode 4: Double Visions,PlayStation 3,7,2011
Back to the Future: The Game -- Episode 4: Double Visions,PC,7,2011
Back to the Future: The Game -- Episode 5: Outatime,PC,7,2011
Back to the Future: The Game -- Episode 5: Outatime,PlayStation 3,7,2011
Backbreaker,PlayStation 3,5,2010
Backbreaker,Xbox 360,5,2010
Backbreaker Football,Android,8,2010
Backbreaker Football: Tackle Alley,iPhone,8,2009
Backbreaker Vengeance,Xbox 360,5,2011
BackStab,iPad,5,2011
Backstage Pass: The Ultimate Rock & Roll Trivia Game,PC,7,2001
BackTrack,Game Boy Advance,4,2001
Backyard Baseball '09,Nintendo DS,6,2008
Backyard Baseball '09,Wii,1,2008
Backyard Baseball 2007,PC,2,2006
Backyard Baseball 2007,PlayStation 2,2,2006
Backyard Basketball,PlayStation 2,7,2003
Backyard Basketball,Nintendo DS,7,2007
Backyard Basketball 2004,PC,7,2002
Backyard Basketball 2007,PlayStation 2,3,2007
Backyard Basketball 2007,PC,3,2007
Backyard Football,GameCube,5,2002
Backyard Football,Nintendo DS,2,2007
Backyard Football 2006,PlayStation 2,6,2005
Backyard Football 2006,Game Boy Advance,6,2005
Backyard Football 2008,Wii,6,2008
Backyard Hockey,Game Boy Advance,6,2003
Backyard Hockey,Nintendo DS,4,2007
Backyard Wrestling 2: There Goes the Neighborhood,Xbox,6,2004
Backyard Wrestling 2: There Goes the Neighborhood,PlayStation 2,6,2004
Backyard Wrestling: Don't Try This At Home,Xbox,7,2003
Backyard Wrestling: Don't Try This at Home,PlayStation 2,7,2003
Bad Boys II,PC,5,2004
Bad Boys: Miami Takedown,Xbox,4,2004
Bad Boys: Miami Takedown,PlayStation 2,4,2004
Bad Boys: Miami Takedown,GameCube,4,2004
Bad Day L.A.,PC,3,2006
Bad Piggies,iPhone,9,2012
Baja: Edge of Control,Xbox 360,7,2008
Baja: Edge of Control,PlayStation 3,5,2008
Baku Baku,Wireless,8,2003
Baku Baku,Saturn,7,1996
Bakugan: Battle Brawlers,PlayStation 2,6,2009
Bakugan: Battle Brawlers,Wii,6,2009
Bakugan: Battle Brawlers,Nintendo DS,6,2009
Bakugan: Battle Brawlers,Xbox 360,6,2009
Bakugan: Battle Brawlers,PlayStation 3,6,2009
Bakugan: Battle Brawlers (Collector's Edition),Nintendo DS,6,2009
Bakuretsu Muteki Bangaioh,Nintendo 64,8,2000
Baldur's Gate,PC,9,1999
Baldur's Gate,Wireless,8,2004
Baldur's Gate -- Enhanced Edition,PC,8,2012
Baldur's Gate -- Enhanced Edition,iPad,6,2012
Baldur's Gate II -- Enhanced Edition,PC,8,2013
Baldur's Gate II: Shadows of Amn,PC,9,2000
Baldur's Gate II: Throne of Bhaal,PC,9,2001
Baldur's Gate: Dark Alliance,PlayStation 2,9,2001
Baldur's Gate: Dark Alliance,Xbox,9,2002
Baldur's Gate: Dark Alliance,GameCube,8,2002
Baldur's Gate: Dark Alliance,Game Boy Advance,8,2004
Baldur's Gate: Dark Alliance II,PlayStation 2,8,2004
Baldur's Gate: Dark Alliance II,Xbox,8,2004
Ball Breakers,PlayStation,8,2000
BallBlazer Champions,PlayStation,6,1997
Ballistic,PlayStation,8,1999
Ballistic,Game Boy Color,7,1999
Ballistic: Ecks vs. Sever,Game Boy Advance,8,2002
